PC1,PC2,PC3,cluster,democratic_connection_profile,Democracy satisfaction,Party trust,Political efficacy,Social trust,Income feeling,Left-right placement,Voting participation
1.68842951213133,-1.250139827613176,0.08406796957987613,1,Connected Democratic Core,9.0,7.0,2.25,7.333333333333333,2.0,3.0,1
-1.765610285311916,0.3572467097498264,-0.3913725661744026,0,Disappointed Democratic Participants,2.0,0.0,1.6666666666666667,7.666666666666667,2.0,5.0,1
-0.6759981379980592,0.7842458552788528,1.5567136932356371,0,Disappointed Democratic Participants,5.0,6.0,2.25,4.0,2.0,8.0,1
0.6372857496919566,1.2663006264320156,1.8943860851488532,1,Connected Democratic Core,7.0,6.0,1.75,7.333333333333333,1.0,8.0,1
0.04627916902228701,0.18416032454628958,0.7299253632895389,0,Disappointed Democratic Participants,7.0,3.0,2.5,6.666666666666667,2.0,6.0,1
-0.0013600815454631915,1.0586436732802005,0.4581960189517089,0,Disappointed Democratic Participants,7.0,3.0,2.0,6.0,1.0,6.0,1
-0.1998622016256553,-0.8809132543784347,-1.3238720356661107,0,Disappointed Democratic Participants,6.0,4.0,2.25,4.333333333333333,2.0,2.0,1
0.072440692770092,0.37233769489491014,-1.139649904909471,0,Disappointed Democratic Participants,6.0,1.0,2.25,7.0,1.0,3.0,1
-1.628889561210049,0.5726567058635108,-0.6793569644044263,0,Disappointed Democratic Participants,2.0,2.0,3.0,3.0,2.0,5.0,1
1.6905336412098342,-0.14761368794027444,-0.4133066941709649,1,Connected Democratic Core,8.0,5.0,2.5,7.666666666666667,1.0,3.0,1
-0.6431034035360226,-1.69836407192516,0.47653523319634356,2,Disengaged Non-voters,2.0,5.0,1.75,8.0,1.0,3.0,0
0.07037133546968036,1.4185250284117175,0.8916284349816385,0,Disappointed Democratic Participants,7.0,1.0,2.25,8.0,1.0,7.0,1
1.4469815494288274,0.4761997209009901,0.44010200707146496,1,Connected Democratic Core,8.0,6.0,2.75,6.0,1.0,5.0,1
2.1469231885543354,-0.48787379875286563,-0.7924445865739596,1,Connected Democratic Core,9.0,5.0,2.75,7.666666666666667,1.0,2.0,1
1.5871840272264246,0.29984539613509714,-0.1451146127145588,1,Connected Democratic Core,7.0,6.0,3.25,5.666666666666667,1.0,4.0,1
0.6550093211360265,-0.37193531937560154,0.6011938153851325,1,Connected Democratic Core,8.0,5.0,2.25,6.666666666666667,2.0,5.0,1
-0.7974912520654432,0.17867785447120535,-0.9989501757514601,0,Disappointed Democratic Participants,7.0,1.0,3.5,1.6666666666666667,2.0,4.0,1
-0.3199641389187278,2.03658736811494,2.5367151032034037,0,Disappointed Democratic Participants,6.0,5.0,1.5,6.666666666666667,1.0,10.0,1
-0.5986812479936605,-0.7626417904906752,-1.4640037304420996,0,Disappointed Democratic Participants,5.0,2.0,2.0,6.0,2.0,2.0,1
2.742773384411132,0.19875146012768108,0.8981972235396617,1,Connected Democratic Core,9.0,7.0,3.25,8.333333333333334,1.0,5.0,1
-1.7658422423500795,0.445469131226381,-0.5528114697071538,0,Disappointed Democratic Participants,4.0,1.0,2.25,3.6666666666666665,2.0,5.0,1
1.445491369907549,-0.95121676202436,-0.28004317564911374,1,Connected Democratic Core,9.0,5.0,3.0,6.333333333333333,2.0,3.0,1
2.0960564688426286,-1.6184273698534193,-1.0516766781847502,1,Connected Democratic Core,8.0,6.0,3.25,7.333333333333333,2.0,1.0,1
-3.4356250512815025,0.2489174447100621,0.4057286472619984,0,Disappointed Democratic Participants,1.0,1.0,1.25,4.333333333333333,3.0,7.0,1
-1.861307607194718,-0.02498283204668285,-0.8158484578974966,0,Disappointed Democratic Participants,4.0,1.0,1.25,5.333333333333333,2.0,4.0,1
1.4854661791680528,-0.41331881434815687,-0.9435969688955962,1,Connected Democratic Core,8.0,5.0,2.25,7.0,1.0,2.0,1
-2.0980643856966994,-1.5755238060830923,1.049250711048449,2,Disengaged Non-voters,5.0,0.0,2.0,6.333333333333333,2.0,5.0,0
-0.957930271952466,0.4372720692659695,-0.4514303391808466,0,Disappointed Democratic Participants,3.0,2.0,3.25,4.333333333333333,2.0,5.0,1
0.5409062360046138,-0.1958222754992127,0.41987611308768014,1,Connected Democratic Core,5.0,5.0,2.75,7.333333333333333,2.0,5.0,1
