PC1,PC2,cluster,democratic_connection_profile,Democracy satisfaction,Party trust,Political efficacy,Social trust,Income feeling,Left-right placement,Voting participation
0.5693609510830767,0.7458666381296403,1,Connected Democratic Core,8.0,5.0,2.75,3.3333333333333335,1.0,5.0,1
0.6905917847436335,-0.7257625304929596,1,Connected Democratic Core,7.0,3.0,2.75,7.333333333333333,2.0,3.0,1
1.37996589638956,0.29113841053404127,1,Connected Democratic Core,8.0,7.0,2.0,6.666666666666667,1.0,5.0,1
2.195786299612087,0.6220991034197882,1,Connected Democratic Core,8.0,7.0,3.25,7.333333333333333,1.0,6.0,1
1.6504203926461305,-1.0068212188418453,1,Connected Democratic Core,9.0,7.0,3.25,4.666666666666667,2.0,3.0,1
0.4598109784213707,-0.1735643952125294,1,Connected Democratic Core,5.0,5.0,2.75,7.0,2.0,5.0,1
-2.9980774121734313,1.3006807602662631,0,Disappointed Democratic Participants,2.0,0.0,2.0,2.6666666666666665,2.0,7.0,1
0.9623514815017031,0.4419090203108647,1,Connected Democratic Core,7.0,5.0,3.0,4.666666666666667,1.0,4.0,1
2.294420149619621,-0.00018002542015154073,1,Connected Democratic Core,9.0,7.0,3.0,6.666666666666667,1.0,4.0,1
0.23872243426327885,-0.06411234865655464,1,Connected Democratic Core,6.0,5.0,3.0,4.666666666666667,2.0,5.0,1
-0.6471436678582109,0.8339063234291209,0,Disappointed Democratic Participants,5.0,4.0,2.25,6.0,2.0,8.0,1
2.714532863828509,-0.1757993512750354,1,Connected Democratic Core,9.0,6.0,3.75,7.0,1.0,3.0,1
0.7632459714394088,0.026901370336628025,1,Connected Democratic Core,6.0,6.0,3.0,6.333333333333333,2.0,6.0,1
1.0782873734072511,1.269063623365854,1,Connected Democratic Core,6.0,5.0,3.25,6.666666666666667,1.0,7.0,1
-0.7147258106974078,-0.41869076430406116,0,Disappointed Democratic Participants,3.0,3.0,2.25,6.0,2.0,3.0,1
-0.9690661454045097,-2.2149368688514888,0,Disappointed Democratic Participants,1.0,5.0,2.0,5.666666666666667,3.0,0.0,1
0.8718923833503603,0.8463061360157483,1,Connected Democratic Core,7.0,3.0,3.25,6.0,1.0,5.0,1
0.1596307568171647,0.28674046399486314,1,Connected Democratic Core,8.0,1.0,4.0,4.0,2.0,5.0,1
0.4999136388931248,-0.2060015353060737,1,Connected Democratic Core,4.0,5.0,3.75,5.0,2.0,4.0,1
1.2529288742932343,-0.7314973940118622,1,Connected Democratic Core,7.0,7.0,2.75,6.333333333333333,2.0,4.0,1
-0.061652744390063574,-0.1862035770771122,0,Disappointed Democratic Participants,3.0,5.0,2.0,8.333333333333334,2.0,5.0,1
1.709399761649234,-0.5905825755513074,1,Connected Democratic Core,8.0,7.0,2.0,6.666666666666667,1.0,2.0,1
0.23567320799053312,0.7491577852099606,1,Connected Democratic Core,8.0,2.0,2.0,6.666666666666667,1.0,5.0,1
0.02277862461850921,0.9334840966659004,0,Disappointed Democratic Participants,7.0,2.0,2.5,5.333333333333333,1.0,5.0,1
0.3786965119082501,-0.44406279296086726,1,Connected Democratic Core,8.0,3.0,2.5,6.333333333333333,2.0,4.0,1
-1.9263250509423337,-3.04039349932902,2,Disengaged Non-voters,5.0,1.0,2.5,5.666666666666667,3.0,3.0,0
-2.0639630846832313,-1.7610241279653447,0,Disappointed Democratic Participants,0.0,0.0,2.0,6.666666666666667,3.0,0.0,1
